,location-long,location-lat,argos:lat1,argos:lat2,argos:lon1,argos:lon2,individual-local-identifier,time,year,month
393,-120.417,34.0,34.0,29.275,-120.417,-142.817,1995CA-Bmu-23031,22:10:46,1995,10
394,-120.45600000000002,33.844,33.844,36.641,-120.456,-105.355,1995CA-Bmu-23031,02:09:38,1995,10
395,-120.514,34.061,34.061,25.395,-120.514,-154.286,1995CA-Bmu-23031,03:56:19,1995,10
396,-120.463,33.842,33.842,36.23,-120.463,-132.004,1995CA-Bmu-23031,10:36:34,1995,10
397,-120.364,34.027,34.027,40.579,-120.364,-89.303,1995CA-Bmu-23031,20:21:37,1995,10
398,-120.905,34.668,34.668,31.146,-120.905,-137.734,1995CA-Bmu-23031,21:58:31,1995,10
399,-121.06,33.993,33.993,35.059,-121.06,-126.154,1995CA-Bmu-23031,10:24:41,1995,10
400,-120.577,34.271,34.271,41.606,-120.577,-84.346,1995CA-Bmu-23031,20:07:56,1995,10
401,-120.715,34.535,34.535,23.191,-120.715,-175.264,1995CA-Bmu-23031,23:17:09,1995,10
402,-121.051,33.29,33.29,34.36,-121.051,-115.946,1995CA-Bmu-23031,21:16:21,1995,10
